ID condition type block concept sound concept_dist sound_dist answer correct gender age native other problem
subject_9 4 Test 1 bird aba similar similar 0 0 F 30-39 yes No No
subject_9 4 Test 1 bird aba similar similar 1 0 F 30-39 yes No No
subject_9 4 Test 1 bird aba similar similar 1 0 F 30-39 yes No No
subject_9 4 Test 2 bird aba similar similar 1 1 F 30-39 yes No No
subject_9 4 Test 2 bird aba similar similar 0 0 F 30-39 yes No No
subject_9 4 Test 2 bird aba similar similar 0 1 F 30-39 yes No No
subject_9 4 Test 2 bird aba similar similar 0 0 F 30-39 yes No No
subject_10 joint Test_pre NA   NA NA 0 NA F 30-39 yes No No
subject_10 joint Test_pre NA   NA NA 1 NA F 30-39 yes No No
subject_10 0 Test 1 tree in_a_d_aa different similar 1 0 F 30-39 yes No No
subject_10 0 Test 1 tree in_a_d_aa different similar 1 1 F 30-39 yes No No
subject_10 0 Test 1 tree in_a_d_aa different similar 0 1 F 30-39 yes No No
subject_10 0 Test 1 tree in_a_d_aa different similar 0 0 F 30-39 yes No No
subject_10 0 Test 2 tree in_a_d_aa different similar 1 1 F 30-39 yes No No
subject_10 0 Test 2 tree in_a_d_aa different similar 0 0 F 30-39 yes No No
subject_10 0 Test 2 tree in_a_d_aa different similar 1 1 F 30-39 yes No No
subject_10 0 Test 2 tree in_a_d_aa different similar 0 0 F 30-39 yes No No
subject_10 1 Test 1 bug aka similar different 0 0 F 30-39 yes No No
subject_10 1 Test 1 bug aka similar different 0 0 F 30-39 yes No No
subject_10 1 Test 1 bug aka similar different 0 0 F 30-39 yes No No
subject_10 1 Test 1 bug aka similar different 0 0 F 30-39 yes No No
subject_10 1 Test 2 bug aka similar different 0 0 F 30-39 yes No No
subject_10 1 Test 2 bug aka similar different 1 1 F 30-39 yes No No
subject_10 1 Test 2 bug aka similar different 1 1 F 30-39 yes No No
subject_10 1 Test 2 bug aka similar different 0 0 F 30-39 yes No No
subject_10 2 Test 1 flower asa catch catch 0 0 F 30-39 yes No No
subject_10 2 Test 1 flower asa catch catch 0 0 F 30-39 yes No No
subject_10 2 Test 1 flower asa catch catch 0 0 F 30-39 yes No No
subject_10 2 Test 1 flower asa catch catch 0 0 F 30-39 yes No No
subject_10 2 Test 2 flower asa catch catch 0 0 F 30-39 yes No No
subject_10 2 Test 2 flower asa catch catch 1 1 F 30-39 yes No No
subject_10 2 Test 2 flower asa catch catch 0 0 F 30-39 yes No No
subject_10 2 Test 2 flower asa catch catch 1 1 F 30-39 yes No No
subject_10 3 Test 1 bird ar_a_X_a similar similar 0 0 F 30-39 yes No No
subject_10 3 Test 1 bird ar_a_X_a similar similar 1 0 F 30-39 yes No No
subject_10 3 Test 1 bird ar_a_X_a similar similar 0 1 F 30-39 yes No No
subject_10 3 Test 1 bird ar_a_X_a similar similar 0 1 F 30-39 yes No No
subject_10 3 Test 2 bird ar_a_X_a similar similar 0 0 F 30-39 yes No No
subject_10 3 Test 2 bird ar_a_X_a similar similar 1 1 F 30-39 yes No No
subject_10 3 Test 2 bird ar_a_X_a similar similar 1 1 F 30-39 yes No No
subject_10 3 Test 2 bird ar_a_X_a similar similar 0 0 F 30-39 yes No No
subject_10 4 Test 1 fish aba different different 1 1 F 30-39 yes No No
subject_10 4 Test 1 fish aba different different 1 1 F 30-39 yes No No
subject_10 4 Test 1 fish aba different different 0 0 F 30-39 yes No No
subject_10 4 Test 1 fish aba different different 0 0 F 30-39 yes No No
subject_10 4 Test 2 fish aba different different 1 1 F 30-39 yes No No
subject_10 4 Test 2 fish aba different different 1 0 F 30-39 yes No No
subject_10 4 Test 2 fish aba different different 1 0 F 30-39 yes No No
subject_10 4 Test 2 fish aba different different 0 1 F 30-39 yes No No
subject_11 joint Test_pre NA   NA NA 1 NA M 50-59 yes No No
subject_11 joint Test_pre NA   NA NA 1 NA M 50-59 yes No No
subject_11 0 Test 1 tree aka similar different 1 1 M 50-59 yes No No
subject_11 0 Test 1 tree aka similar different 0 1 M 50-59 yes No No
subject_11 0 Test 1 tree aka similar different 0 1 M 50-59 yes No No
subject_11 0 Test 1 tree aka similar different 1 1 M 50-59 yes No No
subject_11 0 Test 2 tree aka similar different 1 1 M 50-59 yes No No
subject_11 0 Test 2 tree aka similar different 1 0 M 50-59 yes No No
subject_11 0 Test 2 tree aka similar different 0 1 M 50-59 yes No No
subject_11 0 Test 2 tree aka similar different 0 0 M 50-59 yes No No
subject_11 1 Test 1 fish in_a_d_aa different similar 0 0 M 50-59 yes No No
subject_11 1 Test 1 fish in_a_d_aa different similar 1 0 M 50-59 yes No No
subject_11 1 Test 1 fish in_a_d_aa different similar 1 0 M 50-59 yes No No
subject_11 1 Test 1 fish in_a_d_aa different similar 1 0 M 50-59 yes No No
subject_11 1 Test 2 fish in_a_d_aa different similar 1 1 M 50-59 yes No No
subject_11 1 Test 2 fish in_a_d_aa different similar 0 0 M 50-59 yes No No
subject_11 1 Test 2 fish in_a_d_aa different similar 0 0 M 50-59 yes No No
subject_11 1 Test 2 fish in_a_d_aa different similar 1 1 M 50-59 yes No No
subject_11 2 Test 1 flower asa catch catch 0 0 M 50-59 yes No No
subject_11 2 Test 1 flower asa catch catch 1 1 M 50-59 yes No No
subject_11 2 Test 1 flower asa catch catch 1 1 M 50-59 yes No No
subject_11 2 Test 1 flower asa catch catch 0 0 M 50-59 yes No No
subject_11 2 Test 2 flower asa catch catch 1 1 M 50-59 yes No No
subject_11 2 Test 2 flower asa catch catch 1 1 M 50-59 yes No No
subject_11 2 Test 2 flower asa catch catch 1 1 M 50-59 yes No No
subject_11 2 Test 2 flower asa catch catch 1 1 M 50-59 yes No No
subject_11 3 Test 1 bird aba similar similar 0 1 M 50-59 yes No No
subject_11 3 Test 1 bird aba similar similar 1 0 M 50-59 yes No No
subject_11 3 Test 1 bird aba similar similar 1 1 M 50-59 yes No No
subject_11 3 Test 1 bird aba similar similar 1 0 M 50-59 yes No No
subject_11 3 Test 2 bird aba similar similar 0 1 M 50-59 yes No No
subject_11 3 Test 2 bird aba similar similar 1 0 M 50-59 yes No No
subject_11 3 Test 2 bird aba similar similar 1 1 M 50-59 yes No No
subject_11 3 Test 2 bird aba similar similar 0 0 M 50-59 yes No No
subject_11 4 Test 1 bug ar_a_X_a different different 0 0 M 50-59 yes No No
subject_11 4 Test 1 bug ar_a_X_a different different 1 1 M 50-59 yes No No
subject_11 4 Test 1 bug ar_a_X_a different different 0 1 M 50-59 yes No No
subject_11 4 Test 1 bug ar_a_X_a different different 1 0 M 50-59 yes No No
subject_11 4 Test 2 bug ar_a_X_a different different 0 0 M 50-59 yes No No
subject_11 4 Test 2 bug ar_a_X_a different different 0 1 M 50-59 yes No No
subject_11 4 Test 2 bug ar_a_X_a different different 1 1 M 50-59 yes No No
subject_11 4 Test 2 bug ar_a_X_a different different 1 0 M 50-59 yes No No
subject_12 joint Test_pre NA   NA NA 0 NA M 20-29 yes No No
subject_12 joint Test_pre NA   NA NA 0 NA M 20-29 yes No No
subject_12 0 Test 1 fish ar_a_X_a similar similar 1 0 M 20-29 yes No No
subject_12 0 Test 1 fish ar_a_X_a similar similar 0 1 M 20-29 yes No No
subject_12 0 Test 1 fish ar_a_X_a similar similar 0 0 M 20-29 yes No No
subject_12 0 Test 1 fish ar_a_X_a similar similar 1 1 M 20-29 yes No No
subject_12 0 Test 2 fish ar_a_X_a similar similar 0 0 M 20-29 yes No No
subject_12 0 Test 2 fish ar_a_X_a similar similar 1 1 M 20-29 yes No No
subject_12 0 Test 2 fish ar_a_X_a similar similar 1 1 M 20-29 yes No No
subject_12 0 Test 2 fish ar_a_X_a similar similar 0 0 M 20-29 yes No No
subject_12 1 Test 1 tree aba different different 0 0 M 20-29 yes No No
subject_12 1 Test 1 tree aba different different 0 1 M 20-29 yes No No
subject_12 1 Test 1 tree aba different different 0 0 M 20-29 yes No No
subject_12 1 Test 1 tree aba different different 1 1 M 20-29 yes No No
subject_12 1 Test 2 tree aba different different 0 0 M 20-29 yes No No
subject_12 1 Test 2 tree aba different different 1 1 M 20-29 yes No No
subject_12 1 Test 2 tree aba different different 0 0 M 20-29 yes No No
subject_12 1 Test 2 tree aba different different 0 1 M 20-29 yes No No
subject_12 2 Test 1 flower asa catch catch 0 0 M 20-29 yes No No
subject_12 2 Test 1 flower asa catch catch 1 1 M 20-29 yes No No
subject_12 2 Test 1 flower asa catch catch 0 0 M 20-29 yes No No
subject_12 2 Test 1 flower asa catch catch 1 1 M 20-29 yes No No
subject_12 2 Test 2 flower asa catch catch 0 0 M 20-29 yes No No
subject_12 2 Test 2 flower asa catch catch 0 0 M 20-29 yes No No
subject_12 2 Test 2 flower asa catch catch 0 0 M 20-29 yes No No
subject_12 2 Test 2 flower asa catch catch 0 0 M 20-29 yes No No
subject_12 3 Test 1 bug in_a_d_aa similar different 0 1 M 20-29 yes No No
subject_12 3 Test 1 bug in_a_d_aa similar different 0 0 M 20-29 yes No No
subject_12 3 Test 1 bug in_a_d_aa similar different 1 0 M 20-29 yes No No
subject_12 3 Test 1 bug in_a_d_aa similar different 1 1 M 20-29 yes No No
subject_12 3 Test 2 bug in_a_d_aa similar different 0 1 M 20-29 yes No No
subject_12 3 Test 2 bug in_a_d_aa similar different 1 1 M 20-29 yes No No
subject_12 3 Test 2 bug in_a_d_aa similar different 1 0 M 20-29 yes No No
subject_12 3 Test 2 bug in_a_d_aa similar different 0 0 M 20-29 yes No No
subject_12 4 Test 1 bird aka different similar 0 0 M 20-29 yes No No
subject_12 4 Test 1 bird aka different similar 1 0 M 20-29 yes No No
subject_12 4 Test 1 bird aka different similar 1 0 M 20-29 yes No No
subject_12 4 Test 1 bird aka different similar 0 0 M 20-29 yes No No
subject_12 4 Test 2 bird aka different similar 1 1 M 20-29 yes No No
subject_12 4 Test 2 bird aka different similar 1 1 M 20-29 yes No No
subject_12 4 Test 2 bird aka different similar 1 1 M 20-29 yes No No
subject_12 4 Test 2 bird aka different similar 1 1 M 20-29 yes No No
subject_13 joint Test_pre NA   NA NA 1 NA F 20-29 yes No No
subject_13 joint Test_pre NA   NA NA 0 NA F 20-29 yes No No
subject_13 0 Test 1 fish in_a_d_aa similar similar 0 0 F 20-29 yes No No
subject_13 0 Test 1 fish in_a_d_aa similar similar 0 0 F 20-29 yes No No
subject_13 0 Test 1 fish in_a_d_aa similar similar 1 0 F 20-29 yes No No
subject_13 0 Test 1 fish in_a_d_aa similar similar 1 0 F 20-29 yes No No
subject_13 0 Test 2 fish in_a_d_aa similar similar 0 0 F 20-29 yes No No
subject_13 0 Test 2 fish in_a_d_aa similar similar 1 1 F 20-29 yes No No
subject_13 0 Test 2 fish in_a_d_aa similar similar 1 0 F 20-29 yes No No
subject_13 0 Test 2 fish in_a_d_aa similar similar 1 1 F 20-29 yes No No
subject_13 1 Test 1 bug aka different different 1 0 F 20-29 yes No No
subject_13 1 Test 1 bug aka different different 0 0 F 20-29 yes No No
subject_13 1 Test 1 bug aka different different 0 0 F 20-29 yes No No
subject_13 1 Test 1 bug aka different different 1 0 F 20-29 yes No No
subject_13 1 Test 2 bug aka different different 0 1 F 20-29 yes No No
subject_13 1 Test 2 bug aka different different 1 0 F 20-29 yes No No
subject_13 1 Test 2 bug aka different different 0 0 F 20-29 yes No No
subject_13 1 Test 2 bug aka different different 1 1 F 20-29 yes No No
subject_13 2 Test 1 flower asa catch catch 0 0 F 20-29 yes No No
subject_13 2 Test 1 flower asa catch catch 1 0 F 20-29 yes No No
subject_13 2 Test 1 flower asa catch catch 0 0 F 20-29 yes No No
subject_13 2 Test 1 flower asa catch catch 1 0 F 20-29 yes No No
subject_13 2 Test 2 flower asa catch catch 1 1 F 20-29 yes No No
subject_13 2 Test 2 flower asa catch catch 1 1 F 20-29 yes No No
subject_13 2 Test 2 flower asa catch catch 1 1 F 20-29 yes No No
subject_13 2 Test 2 flower asa catch catch 1 1 F 20-29 yes No No
subject_13 3 Test 1 tree ar_a_X_a similar different 0 0 F 20-29 yes No No
subject_13 3 Test 1 tree ar_a_X_a similar different 1 1 F 20-29 yes No No
subject_13 3 Test 1 tree ar_a_X_a similar different 1 0 F 20-29 yes No No
subject_13 3 Test 1 tree ar_a_X_a similar different 0 1 F 20-29 yes No No
subject_13 3 Test 2 tree ar_a_X_a similar different 1 0 F 20-29 yes No No
subject_13 3 Test 2 tree ar_a_X_a similar different 0 0 F 20-29 yes No No
subject_13 3 Test 2 tree ar_a_X_a similar different 1 1 F 20-29 yes No No
subject_13 3 Test 2 tree ar_a_X_a similar different 0 1 F 20-29 yes No No
subject_13 4 Test 1 bird aba different similar 0 1 F 20-29 yes No No
subject_13 4 Test 1 bird aba different similar 1 1 F 20-29 yes No No
subject_13 4 Test 1 bird aba different similar 1 1 F 20-29 yes No No
subject_13 4 Test 1 bird aba different similar 0 1 F 20-29 yes No No
subject_13 4 Test 2 bird aba different similar 0 0 F 20-29 yes No No
subject_13 4 Test 2 bird aba different similar 1 0 F 20-29 yes No No
subject_13 4 Test 2 bird aba different similar 1 1 F 20-29 yes No No
subject_13 4 Test 2 bird aba different similar 0 1 F 20-29 yes No No
subject_14 joint Test_pre NA   NA NA 0 NA F 20-29 yes No No
subject_14 joint Test_pre NA   NA NA 1 NA F 20-29 yes No No
subject_14 0 Test 1 bird aba similar different 1 0 F 20-29 yes No No
subject_14 0 Test 1 bird aba similar different 0 0 F 20-29 yes No No
subject_14 0 Test 1 bird aba similar different 0 1 F 20-29 yes No No
subject_14 0 Test 1 bird aba similar different 1 1 F 20-29 yes No No
subject_14 0 Test 2 bird aba similar different 1 1 F 20-29 yes No No
subject_14 0 Test 2 bird aba similar different 0 1 F 20-29 yes No No
subject_14 0 Test 2 bird aba similar different 0 0 F 20-29 yes No No
subject_14 0 Test 2 bird aba similar different 1 0 F 20-29 yes No No
subject_14 1 Test 1 fish ar_a_X_a different similar 0 0 F 20-29 yes No No
subject_14 1 Test 1 fish ar_a_X_a different similar 0 0 F 20-29 yes No No
subject_14 1 Test 1 fish ar_a_X_a different similar 0 0 F 20-29 yes No No
subject_14 1 Test 1 fish ar_a_X_a different similar 0 0 F 20-29 yes No No
subject_14 1 Test 2 fish ar_a_X_a different similar 0 1 F 20-29 yes No No
subject_14 1 Test 2 fish ar_a_X_a different similar 0 0 F 20-29 yes No No
subject_14 1 Test 2 fish ar_a_X_a different similar 1 1 F 20-29 yes No No
subject_14 1 Test 2 fish ar_a_X_a different similar 0 0 F 20-29 yes No No
subject_14 2 Test 1 flower asa catch catch 1 1 F 20-29 yes No No
subject_14 2 Test 1 flower asa catch catch 0 0 F 20-29 yes No No
subject_14 2 Test 1 flower asa catch catch 1 1 F 20-29 yes No No
subject_14 2 Test 1 flower asa catch catch 0 0 F 20-29 yes No No
subject_14 2 Test 2 flower asa catch catch 0 0 F 20-29 yes No No
subject_14 2 Test 2 flower asa catch catch 1 1 F 20-29 yes No No
subject_14 2 Test 2 flower asa catch catch 0 0 F 20-29 yes No No
subject_14 2 Test 2 flower asa catch catch 1 1 F 20-29 yes No No
subject_14 3 Test 1 bug aka similar similar 0 1 F 20-29 yes No No
subject_14 3 Test 1 bug aka similar similar 1 0 F 20-29 yes No No
subject_14 3 Test 1 bug aka similar similar 1 1 F 20-29 yes No No
subject_14 3 Test 1 bug aka similar similar 1 0 F 20-29 yes No No
subject_14 3 Test 2 bug aka similar similar 0 0 F 20-29 yes No No
subject_14 3 Test 2 bug aka similar similar 1 0 F 20-29 yes No No
subject_14 3 Test 2 bug aka similar similar 0 0 F 20-29 yes No No
subject_14 3 Test 2 bug aka similar similar 1 0 F 20-29 yes No No
subject_14 4 Test 1 tree in_a_d_aa different different 1 1 F 20-29 yes No No
subject_14 4 Test 1 tree in_a_d_aa different different 0 1 F 20-29 yes No No
subject_14 4 Test 1 tree in_a_d_aa different different 0 1 F 20-29 yes No No
subject_14 4 Test 1 tree in_a_d_aa different different 1 1 F 20-29 yes No No
subject_14 4 Test 2 tree in_a_d_aa different different 1 1 F 20-29 yes No No
subject_14 4 Test 2 tree in_a_d_aa different different 0 1 F 20-29 yes No No
subject_14 4 Test 2 tree in_a_d_aa different different 0 1 F 20-29 yes No No
subject_14 4 Test 2 tree in_a_d_aa different different 1 1 F 20-29 yes No No
subject_15 joint Test_pre NA   NA NA 1 NA M 40-49 yes No No
subject_15 joint Test_pre NA   NA NA 1 NA M 40-49 yes No No
subject_15 0 Test 1 bird aba different different 0 0 M 40-49 yes No No
subject_15 0 Test 1 bird aba different different 1 1 M 40-49 yes No No
subject_15 0 Test 1 bird aba different different 1 0 M 40-49 yes No No
subject_15 0 Test 1 bird aba different different 0 1 M 40-49 yes No No
subject_15 0 Test 2 bird aba different different 1 0 M 40-49 yes No No
subject_15 0 Test 2 bird aba different different 0 0 M 40-49 yes No No
subject_15 0 Test 2 bird aba different different 0 0 M 40-49 yes No No
subject_15 0 Test 2 bird aba different different 0 0 M 40-49 yes No No
subject_15 1 Test 1 bug ar_a_X_a similar similar 0 1 M 40-49 yes No No
subject_15 1 Test 1 bug ar_a_X_a similar similar 0 0 M 40-49 yes No No
subject_15 1 Test 1 bug ar_a_X_a similar similar 0 1 M 40-49 yes No No
subject_15 1 Test 1 bug ar_a_X_a similar similar 0 0 M 40-49 yes No No
subject_15 1 Test 2 bug ar_a_X_a similar similar 0 1 M 40-49 yes No No
subject_15 1 Test 2 bug ar_a_X_a similar similar 0 1 M 40-49 yes No No
subject_15 1 Test 2 bug ar_a_X_a similar similar 1 1 M 40-49 yes No No
subject_15 1 Test 2 bug ar_a_X_a similar similar 1 1 M 40-49 yes No No
subject_15 2 Test 1 flower asa catch catch 1 1 M 40-49 yes No No
subject_15 2 Test 1 flower asa catch catch 0 0 M 40-49 yes No No
subject_15 2 Test 1 flower asa catch catch 1 1 M 40-49 yes No No
subject_15 2 Test 1 flower asa catch catch 0 0 M 40-49 yes No No
subject_15 2 Test 2 flower asa catch catch 0 1 M 40-49 yes No No
subject_15 2 Test 2 flower asa catch catch 1 1 M 40-49 yes No No
subject_15 2 Test 2 flower asa catch catch 0 0 M 40-49 yes No No
subject_15 2 Test 2 flower asa catch catch 0 0 M 40-49 yes No No
subject_15 3 Test 1 tree aka similar different 1 1 M 40-49 yes No No
subject_15 3 Test 1 tree aka similar different 1 1 M 40-49 yes No No
subject_15 3 Test 1 tree aka similar different 0 1 M 40-49 yes No No
subject_15 3 Test 1 tree aka similar different 0 1 M 40-49 yes No No
subject_15 3 Test 2 tree aka similar different 0 0 M 40-49 yes No No
subject_15 3 Test 2 tree aka similar different 1 0 M 40-49 yes No No
subject_15 3 Test 2 tree aka similar different 0 0 M 40-49 yes No No
subject_15 3 Test 2 tree aka similar different 1 0 M 40-49 yes No No
subject_15 4 Test 1 fish in_a_d_aa different similar 0 0 M 40-49 yes No No
subject_15 4 Test 1 fish in_a_d_aa different similar 0 1 M 40-49 yes No No
subject_15 4 Test 1 fish in_a_d_aa different similar 1 0 M 40-49 yes No No
subject_15 4 Test 1 fish in_a_d_aa different similar 1 1 M 40-49 yes No No
subject_15 4 Test 2 fish in_a_d_aa different similar 1 0 M 40-49 yes No No
subject_15 4 Test 2 fish in_a_d_aa different similar 0 1 M 40-49 yes No No
subject_15 4 Test 2 fish in_a_d_aa different similar 1 1 M 40-49 yes No No
subject_15 4 Test 2 fish in_a_d_aa different similar 0 0 M 40-49 yes No No
subject_16 joint Test_pre NA   NA NA 0 NA F 30-39 yes No No
subject_16 joint Test_pre NA   NA NA 0 NA F 30-39 yes No No
subject_16 0 Test 1 bird in_a_d_aa similar similar 1 1 F 30-39 yes No No
subject_16 0 Test 1 bird in_a_d_aa similar similar 1 1 F 30-39 yes No No
subject_16 0 Test 1 bird in_a_d_aa similar similar 1 1 F 30-39 yes No No
subject_16 0 Test 1 bird in_a_d_aa similar similar 1 1 F 30-39 yes No No
subject_16 0 Test 2 bird in_a_d_aa similar similar 0 0 F 30-39 yes No No
subject_16 0 Test 2 bird in_a_d_aa similar similar 1 0 F 30-39 yes No No
subject_16 0 Test 2 bird in_a_d_aa similar similar 1 0 F 30-39 yes No No
subject_16 0 Test 2 bird in_a_d_aa similar similar 0 0 F 30-39 yes No No
subject_16 1 Test 1 fish aba different different 1 0 F 30-39 yes No No
subject_16 1 Test 1 fish aba different different 0 0 F 30-39 yes No No
subject_16 1 Test 1 fish aba different different 0 0 F 30-39 yes No No
subject_16 1 Test 1 fish aba different different 1 0 F 30-39 yes No No
subject_16 1 Test 2 fish aba different different 1 0 F 30-39 yes No No
subject_16 1 Test 2 fish aba different different 0 0 F 30-39 yes No No
subject_16 1 Test 2 fish aba different different 1 0 F 30-39 yes No No
subject_16 1 Test 2 fish aba different different 1 0 F 30-39 yes No No
subject_16 2 Test 1 flower asa catch catch 0 1 F 30-39 yes No No
subject_16 2 Test 1 flower asa catch catch 0 0 F 30-39 yes No No
subject_16 2 Test 1 flower asa catch catch 1 0 F 30-39 yes No No
subject_16 2 Test 1 flower asa catch catch 1 1 F 30-39 yes No No
subject_16 2 Test 2 flower asa catch catch 1 1 F 30-39 yes No No
subject_16 2 Test 2 flower asa catch catch 1 0 F 30-39 yes No No
subject_16 2 Test 2 flower asa catch catch 0 0 F 30-39 yes No No
subject_16 2 Test 2 flower asa catch catch 0 1 F 30-39 yes No No
subject_16 3 Test 1 tree ar_a_X_a different similar 1 1 F 30-39 yes No No
subject_16 3 Test 1 tree ar_a_X_a different similar 0 1 F 30-39 yes No No
subject_16 3 Test 1 tree ar_a_X_a different similar 0 0 F 30-39 yes No No
subject_16 3 Test 1 tree ar_a_X_a different similar 1 0 F 30-39 yes No No
subject_16 3 Test 2 tree ar_a_X_a different similar 1 0 F 30-39 yes No No
subject_16 3 Test 2 tree ar_a_X_a different similar 0 1 F 30-39 yes No No
subject_16 3 Test 2 tree ar_a_X_a different similar 0 0 F 30-39 yes No No
subject_16 3 Test 2 tree ar_a_X_a different similar 1 1 F 30-39 yes No No
subject_16 4 Test 1 bug aka similar different 1 0 F 30-39 yes No No
subject_16 4 Test 1 bug aka similar different 1 0 F 30-39 yes No No
subject_16 4 Test 1 bug aka similar different 0 0 F 30-39 yes No No
subject_16 4 Test 1 bug aka similar different 0 0 F 30-39 yes No No
subject_16 4 Test 2 bug aka similar different 1 0 F 30-39 yes No No
subject_16 4 Test 2 bug aka similar different 1 1 F 30-39 yes No No
subject_16 4 Test 2 bug aka similar different 0 0 F 30-39 yes No No
subject_16 4 Test 2 bug aka similar different 0 1 F 30-39 yes No No
subject_17 joint Test_pre NA   NA NA 1 NA F 30-39 yes No No
subject_17 joint Test_pre NA   NA NA 1 NA F 30-39 yes No No
subject_17 0 Test 1 fish aba different different 1 1 F 30-39 yes No No
subject_17 0 Test 1 fish aba different different 1 1 F 30-39 yes No No
subject_17 0 Test 1 fish aba different different 1 1 F 30-39 yes No No
subject_17 0 Test 1 fish aba different different 1 1 F 30-39 yes No No
subject_17 0 Test 2 fish aba different different 0 0 F 30-39 yes No No
subject_17 0 Test 2 fish aba different different 0 0 F 30-39 yes No No
subject_17 0 Test 2 fish aba different different 0 0 F 30-39 yes No No
subject_17 0 Test 2 fish aba different different 0 0 F 30-39 yes No No
subject_17 1 Test 1 bug in_a_d_aa similar similar 1 1 F 30-39 yes No No
subject_17 1 Test 1 bug in_a_d_aa similar similar 0 1 F 30-39 yes No No
subject_17 1 Test 1 bug in_a_d_aa similar similar 1 0 F 30-39 yes No No
subject_17 1 Test 1 bug in_a_d_aa similar similar 1 0 F 30-39 yes No No
subject_17 1 Test 2 bug in_a_d_aa similar similar 1 0 F 30-39 yes No No
subject_17 1 Test 2 bug in_a_d_aa similar similar 0 0 F 30-39 yes No No
subject_17 1 Test 2 bug in_a_d_aa similar similar 0 1 F 30-39 yes No No
subject_17 1 Test 2 bug in_a_d_aa similar similar 1 1 F 30-39 yes No No
subject_17 2 Test 1 flower asa catch catch 1 1 F 30-39 yes No No
subject_17 2 Test 1 flower asa catch catch 0 0 F 30-39 yes No No
subject_17 2 Test 1 flower asa catch catch 0 0 F 30-39 yes No No
subject_17 2 Test 1 flower asa catch catch 1 1 F 30-39 yes No No
subject_17 2 Test 2 flower asa catch catch 1 1 F 30-39 yes No No
subject_17 2 Test 2 flower asa catch catch 0 0 F 30-39 yes No No
subject_17 2 Test 2 flower asa catch catch 0 0 F 30-39 yes No No
subject_17 2 Test 2 flower asa catch catch 1 1 F 30-39 yes No No
subject_17 3 Test 1 bird aka different similar 1 1 F 30-39 yes No No
subject_17 3 Test 1 bird aka different similar 0 0 F 30-39 yes No No
subject_17 3 Test 1 bird aka different similar 0 0 F 30-39 yes No No
subject_17 3 Test 1 bird aka different similar 1 1 F 30-39 yes No No
subject_17 3 Test 2 bird aka different similar 1 0 F 30-39 yes No No
subject_17 3 Test 2 bird aka different similar 0 1 F 30-39 yes No No
subject_17 3 Test 2 bird aka different similar 1 1 F 30-39 yes No No
subject_17 3 Test 2 bird aka different similar 1 0 F 30-39 yes No No
subject_17 4 Test 1 tree ar_a_X_a similar different 1 0 F 30-39 yes No No
subject_17 4 Test 1 tree ar_a_X_a similar different 0 0 F 30-39 yes No No
subject_17 4 Test 1 tree ar_a_X_a similar different 1 0 F 30-39 yes No No
subject_17 4 Test 1 tree ar_a_X_a similar different 1 0 F 30-39 yes No No
subject_17 4 Test 2 tree ar_a_X_a similar different 0 0 F 30-39 yes No No
subject_17 4 Test 2 tree ar_a_X_a similar different 1 1 F 30-39 yes No No
subject_17 4 Test 2 tree ar_a_X_a similar different 1 1 F 30-39 yes No No
subject_17 4 Test 2 tree ar_a_X_a similar different 0 0 F 30-39 yes No No
subject_18 joint Test_pre NA   NA NA 0 NA M 30-39 yes No No
subject_18 joint Test_pre NA   NA NA 1 NA M 30-39 yes No No
subject_18 0 Test 1 bird in_a_d_aa different similar 0 1 M 30-39 yes No No
subject_18 0 Test 1 bird in_a_d_aa different similar 1 1 M 30-39 yes No No
subject_18 0 Test 1 bird in_a_d_aa different similar 1 0 M 30-39 yes No No
subject_18 0 Test 1 bird in_a_d_aa different similar 1 0 M 30-39 yes No No
subject_18 0 Test 2 bird in_a_d_aa different similar 0 0 M 30-39 yes No No
subject_18 0 Test 2 bird in_a_d_aa different similar 0 0 M 30-39 yes No No
subject_18 0 Test 2 bird in_a_d_aa different similar 0 0 M 30-39 yes No No
subject_18 0 Test 2 bird in_a_d_aa different similar 0 0 M 30-39 yes No No
subject_18 1 Test 1 tree aka similar different 1 1 M 30-39 yes No No
subject_18 1 Test 1 tree aka similar different 0 1 M 30-39 yes No No
subject_18 1 Test 1 tree aka similar different 1 1 M 30-39 yes No No
subject_18 1 Test 1 tree aka similar different 1 1 M 30-39 yes No No
subject_18 1 Test 2 tree aka similar different 1 1 M 30-39 yes No No
subject_18 1 Test 2 tree aka similar different 0 0 M 30-39 yes No No
subject_18 1 Test 2 tree aka similar different 1 1 M 30-39 yes No No
subject_18 1 Test 2 tree aka similar different 0 0 M 30-39 yes No No
subject_18 2 Test 1 flower asa catch catch 1 1 M 30-39 yes No No
subject_18 2 Test 1 flower asa catch catch 1 1 M 30-39 yes No No
subject_18 2 Test 1 flower asa catch catch 1 1 M 30-39 yes No No
subject_18 2 Test 1 flower asa catch catch 1 1 M 30-39 yes No No
subject_18 2 Test 2 flower asa catch catch 1 1 M 30-39 yes No No
subject_18 2 Test 2 flower asa catch catch 0 0 M 30-39 yes No No
subject_18 2 Test 2 flower asa catch catch 1 1 M 30-39 yes No No
subject_18 2 Test 2 flower asa catch catch 0 0 M 30-39 yes No No
subject_18 3 Test 1 fish ar_a_X_a different different 0 0 M 30-39 yes No No
subject_18 3 Test 1 fish ar_a_X_a different different 0 0 M 30-39 yes No No
subject_18 3 Test 1 fish ar_a_X_a different different 0 0 M 30-39 yes No No
